,date,text
227,10072020073498,"The remodeling of stalled replication forks to form four-way DNA junctions is an important component of the replication stress response. Nascent DNA at the regressed arms of these reversed forks is protected by RAD51 and the tumor suppressors BRCA1/2, and when this function is compromised, stalled forks undergo pathological MRE11-dependent degradation, leading to chromosomal instability. However, the mechanisms regulating MRE11 functions at reversed forks are currently unclear. Here, we identify the MRE11-binding protein MRNIP as a novel fork protection factor that directly binds to MRE11 and specifically represses its exonuclease activity. The loss of MRNIP results in impaired replication fork progression, MRE11 exonuclease-dependent degradation of reversed forks, persistence of underreplicated genomic regions, chemosensitivity, and chromosome instability. Our findings identify MRNIP as a novel regulator of MRE11 at reversed forks and provide evidence that regulation of specific MRE11 nuclease activities ensures protection of nascent DNA and thereby genome integrity."
228,10102020102088,"Storm events lead to agricultural and urban runoff, to mobilization of contaminated particulate matter and input from combined sewer overflows into rivers. We conducted time-resolved sampling during a storm event at the Ammer River, Southwest Germany, which is representative for small river systems in densely populated areas of temperate climate. From two sampling sites suspended particulate matter (SPM) and water were separately analyzed by a multi-analyte LC-MS-MS method for 97 environmentally relevant organic micropollutants and with two in-vitro bioassays. Oxidative stress response (AREc32) may become activated by various stressors covering a broad range of physico-chemical properties and aryl hydrocarbon receptor induction (AhR-CALUX) by hydrophobic compounds such as dioxins and dioxin-like molecules. Compound numbers, concentrations, their mass fluxes and associated effect fluxes increased substantially during the storm event. Micropollutants detected in water and on SPM pointed towards inputs from combined sewer overflow (e.g., caffeine, paracetamol), urban runoff (e.g., mecoprop, terbutryn) and agricultural areas (e.g., azoxystrobin, bentazone). Particle-facilitated transport of triphenylphosphate and tris(1-chloro-2-propyl) phosphate accounted for up to 34 and 33% of the total mass flux despite SPM concentrations below 1 g L-1 . Effect fluxes attributed to SPM were similar or higher than in the water phase. The important role of SPM-bound transport emphasizes the need to consider not only concentrations but also mass and effect fluxes for surface water quality assessment and wastewater/stormwater treatment options. This article is protected by copyright. All rights reserved."
229,10042020045488,"BACKGROUND We described the epidemiological features of the codiv-19 outbreak, and evaluated the impact of interventions measures on the epidemic in the Lombardy region, Italy. METHODS Laboratory-confirmed covid-19 cases reported through the beginning of April were extracted from the Italian Civil Protection database. Based on key events and interventions, we divided the epidemic into three periods: before February 21, from February 22 to early March, after early March. We compared epidemiological characteristics across periods and developed a modified susceptible-exposed-infectious-recovered model to study the epidemic and evaluate the impact of interventions. We explicitly took into account for unascertained cases (positive cases with no symptoms or mild symptoms that have not been accounted for in official statistics). RESULTS Currently, the number of positive active cases has increased to around 30,000 in the Lombardy region. Due to restriction measures, the effective reproduction number dropped from 3.33 (95% CI: 2.03-3.69) during the first period, to 2.36 (95% CI: 2.21-2.70) during the second period. In the third period, the effective reproduction number is estimated to have dropped to 1.49 (95% CI: 1.35-1.62). The model estimates a great proportion of unascertained cases, about 90% of infected people has not been accounted for in official statistics. CONCLUSIONS Considerable countermeasures have slowed down the covid-19 outbreak in the Lombardy region. However, notwithstanding the long-lasting lockdown period, the epidemic is still not under control. The effective reproduction number, according to the model used in this work, is still greater than 1.0. Estimation of unascertained cases has important implications on continuing surveillance and interventions."
230,10082020086848,"Mobile health apps (MHAs) and medical apps (MAs) are becoming increasingly popular as digital interventions in a wide range of health-related applications in almost all sectors of healthcare. The surge in demand for digital medical solutions has been accelerated by the need for new diagnostic and therapeutic methods in the current coronavirus disease 2019 pandemic. This also applies to clinical practice in gastroenterology, which has, in many respects, undergone a recent digital transformation with numerous consequences that will impact patients and health care professionals in the near future. MHAs and MAs are considered to have great potential, especially for chronic diseases, as they can support the self-management of patients in many ways. Despite the great potential associated with the application of MHAs and MAs in gastroenterology and health care in general, there are numerous challenges to be met in the future, including both the ethical and legal aspects of applying this technology. The aim of this article is to provide an overview of the current status of MHA and MA use in the field of gastroenterology, describe the future perspectives in this field and point out some of the challenges that need to be addressed."
231,10052020058366,"Most antiviral agents are designed to target virus-specific proteins and mechanisms rather than the host cell proteins that are critically dysregulated following virus-mediated reprogramming of the host cell transcriptional state. To overcome these limitations, we propose that elucidation and pharmacologic targeting of host cell Master Regulator proteins—whose aberrant activities govern the reprogramed state of coronavirus-infected cells—presents unique opportunities to develop novel mechanism-based therapeutic approaches to antiviral therapy, either as monotherapy or as a complement to established treatments. Specifically, we propose that a small module of host cell Master Regulator proteins (ViroCheckpoint) is hijacked by the virus to support its efficient replication and release. Conventional methodologies are not well suited to elucidate these potentially targetable proteins. By using the VIPER network-based algorithm, we successfully interrogated 12h, 24h, and 48h signatures from Calu-3 lung adenocarcinoma cells infected with SARS-CoV, to elucidate the time-dependent reprogramming of host cells and associated Master Regulator proteins. We used the NYS CLIA-certified Darwin OncoTreat algorithm, with an existing database of RNASeq profiles following cell perturbation with 133 FDA-approved and 195 late-stage experimental compounds, to identify drugs capable of virtually abrogating the virus-induced Master Regulator signature. This approach to drug prioritization and repurposing can be trivially extended to other viral pathogens, including SARS-CoV-2, as soon as the relevant infection signature becomes available."
232,10122020129776,"In the wake of the rapid surge in the Covid-19 infected cases seen in Southern and West-Central USA in the period of June-July 2020, there is an urgent need to develop robust, data-driven models to quantify the effect which early reopening had on the infected case count increase. In particular, it is imperative to address the question: How many infected cases could have been prevented, had the worst affected states not reopened early? To address this question, we have developed a novel Covid-19 model by augmenting the classical SIR epidemiological model with a neural network module. The model decomposes the contribution of quarantine strength to the infection timeseries, allowing us to quantify the role of quarantine control and the associated reopening policies in the US states which showed a major surge in infections. We show that the upsurge in the infected cases seen in these states is strongly co-related with a drop in the quarantine/lockdown strength diagnosed by our model. Further, our results demonstrate that in the event of a stricter lockdown without early reopening, the number of active infected cases recorded on 14 July could have been reduced by more than 40% in all states considered, with the actual number of infections reduced being more than 100,000 for the states of Florida and Texas. As we continue our fight against Covid-19, our proposed model can be used as a valuable asset to simulate the effect of several reopening strategies on the infected count evolution; for any region under consideration."
233,10092020095153,"The physiopathological mechanisms that regulate menopausal and sex differences in colonic transit, inflammatory processes and efficacy of treatments have not been clarified. The dopaminergic and renin-angiotensin systems (RAS) coexist in the gut and regulate different processes such as motility, absorption/secretion and inflammation. We investigated the changes in expression of major angiotensin and dopamine receptors in the colon of male, female and ovariectomized female mice. Possible interaction between both systems was investigated using male and female mice deficient (ko) for major angiotensin and dopamine receptors. In wild type mice, colonic tissue from females showed lower angiotensin type 1 (AT1)/angiotensin type 2 (AT2) ratio (an index of proinflammatory/anti-inflammatory RAS balance), lower dopamine D1 and D2 receptor expression, and lower levels of proinflammatory and pro-oxidative markers relative to males. Interestingly, ovariectomy increased the expression of pro-inflammatory AT1 receptor expression and decreased anti-inflammatory AT2 receptor expression, increased D1 and D2 receptor expression, and increased the levels of proinflammatory and pro-oxidative markers. Ovariectomy-induced changes were blocked by estrogen replacement. The present results suggest a mutual regulation between colonic angiotensin and dopamine receptors, and sex differences in this mutual regulation. Estrogen regulates changes in both angiotensin and dopamine receptor expression, which may be involved in sex- and surgical menopause-related effects on gut motility, permeability and vulnerability to inflammatory processes."
234,10142021021169,"The concept of ergodicity as described in the London Mathematical Laboratory seems very counterintuitive. Something is ergodic when its time average equals to its expectation value. Transferring this sentence into a more suitable real-life situation, one can say pooling and sharing earnings will increase one’s wealth steadily over time. One may wonder why should they cooperate with each other when they all have bad exterior conditions? Will cooperation not make everything worse? We developed a Business Simulation Game, New Rising of the Ylsung concept, which tests different parameters to visualize the concept of ergodicity. We distinguished that in most of the cases it brings a greater advantage to collaborate than to work by oneself. Moreover, the simulation helps high school students to understand the research of the London Mathematical Laboratory in a playful manner. Hence, they do not have to read research papers, but simply play through our Business Simulation Game while adjusting the parameter sets and analyzing the graphs. Our main aim is to find out to what extend the application of different parameters between cooperation and non-cooperation differ from each other and how the application of those looks in real-life scenarios."
235,10162021042837,"Protection of healthcare workers (HCWs) against influenza is essential for patient health and a functional health system. The study aimed to analyze the demand for seasonal influenza vaccination (SIV) among various groups of HCWs in a tertiary care hospital before and during the COVID-19 pandemic and to identify their motives for this season's SIV. Before this influenza season (2020/21), the hospital management offered free SIV to all HCWs and promoted it on the internal network. Out of 4,167 HCWs, 630 HCWs expressed interest in SIV and were vaccinated in the hospital. They filled in a total of 603 self-administered pen-and-paper questionnaires. The mean age of the respondents (374 females and 229 males) was 45 ± 12 years. Physicians accounted for 48% of the vaccinated persons but for only 24% (p < .001) of all HCWs to whom SIV was offered. Only 16% of respondents vaccinated this year also received SIV before the last season (2019/20), with the proportion of physicians (19%) being statistically significantly higher than that of non-physicians (13%, p = .045) and the proportion of chronically ill HCWs (22%) being higher than that of healthy individuals (13%, p = .004). Most frequently, respondents' motivation to get vaccinated this year was self-protection (61%), that is concerns about contracting influenza together with COVID-19 or alone, followed by family protection (58%) and patient protection (53%). In conclusion, COVID-19 contributed to an increased demand for SIV among HCWs and the threat of contracting it together with influenza was the most frequent motive."
236,10132021018129,"The severe acute respiratory syndrome (SARS) coronavirus 2 (SARS-CoV-2) has emerged as the infectious agent causing the pandemic coronavirus disease 2019 (COVID-19) with dramatic consequences for global human health and economics. Previously, we reached clinical evaluation with our vector vaccine based on vaccinia virus MVA against the Middle East respiratory syndrome coronavirus (MERS-CoV), which causes an infection in humans similar to SARS and COVID-19. Here, we describe the construction and preclinical characterization of a recombinant MVA expressing full-length SARS-CoV-2 spike (S) protein (MVA-SARS-2-S). Genetic stability and growth characteristics of MVA-SARS-2-S, plus its robust synthesis of S antigen, make it a suitable candidate vaccine for industrial scale production. Vaccinated mice produced S antigen-specific CD8+ T cells and serum antibodies binding to S glycoprotein that neutralized SARS-CoV-2. Prime-boost vaccination with MVA-SARS-2-S protected mice sensitized with a human ACE2-expressing adenovirus from SARS-CoV-2 infection. MVA-SARS-2-S is currently being investigated in a phase I clinical trial as aspirant for developing a safe and efficacious vaccine against COVID-19. Significance Statement The highly attenuated vaccinia virus MVA is licensed as smallpox vaccine, and as vector it is a component of the approved Adenovirus-MVA-based prime-boost vaccine against Ebola virus disease. Here we provide results from testing the COVID-19 candidate vaccine MVA-SARS-2-S, a poxvirus-based vector vaccine that proceeded to clinical evaluation. When administered by intramuscular inoculation, MVA-SARS-2-S expresses and safely delivers the full-length SARS-CoV-2 spike (S) protein, inducing balanced SARS-CoV-2-specific cellular and humoral immunity, and protective efficacy in vaccinated mice. Substantial clinical experience has already been gained with MVA vectors using homologous and heterologous prime-boost applications, including the immunization of children and immunocompromised individuals. Thus, MVA-SARS-2-S represents an important resource for developing further optimized COVID-19 vaccines."
237,10062020061045,"We develop a numerical nonlinear algebra approach for computing the Euler characteristic of an affine variety. Our approach is to relate Euler characteristics of a smooth affine variety with the number of critical points using Morse theory. In general, we stratify a variety into the union of smooth affine varieties to obtain results on singular varieties."
238,10122020126445,"COVID-19 testing has become a standard approach for estimating prevalence which then assist in public health decision making to contain and mitigate the spread of the disease. The sampling designs used are often biased in that they do not reflect the true underlying populations. For instance, individuals with strong symptoms are more likely to be tested than those with no symptoms. This results in biased estimates of prevalence (too high). Typical post-sampling corrections are not always possible. Here we present a simple bias correction methodology derived and adapted from a correction for publication bias in meta analysis studies. The methodology is general enough to allow a wide variety of customization making it more useful in practice. Implementation is easily done using already collected information. Via an example and a real dataset, we show that the bias corrections can provide dramatic reductions in estimation error."
239,10152021032872,"AIMS AND OBJECTIVES This study aimed to compare anxiety, resilience, and depression between COVID-19 unit (confirmed patients and suspected patients) and non-COVID-19 unit nurses and assess their effects on depression. BACKGROUND Nurses working during the global pandemic are known to be physically and psychologically exhausted, and experience severe anxiety and depression. However, there is a lack of studies comparing anxiety and depression between COVID-19 and non-COVID-19 unit nurses. DESIGN Descriptive research study. METHODS This study was conducted on 64 nurses who directly worked for more than a month in a COVID-19 unit of a general hospital with nationally designated negative-pressure isolation beds and 64 nurses working in a non-COVID-19 unit. Data were collected through questionnaires and were analysed using SPSS 25.0. Reporting of this research adheres to the STROBE guidelines. RESULTS Anxiety and depression were significantly higher in nurses working with patients suspected to have COVID-19 rather than nurses working with confirmed COVID-19 patients and non-COVID-19 patients. Resilience was significantly lower in suspected patient unit nurses than in COVID-19 unit nurses. Anxiety was the major factor predicting depression in both COVID-19 unit (confirmed patients and suspected patients) and non-COVID-19 unit nurses with 76.6%, 80.7%, and 63.6% explanatory power, respectively. CONCLUSIONS Among nurses working in COVID-19 units, suspected patients unit nurses had higher depression than confirmed patients unit nurses due to an unsafe facility environment, insufficient personal protective equipment, and unknown conditions of the patients. Thus, interventions which have a high impact on depression need to be provided to relieve anxiety. RELEVANCE TO CLINICAL PRACTICE The nursing organisation must provide comprehensive support including coordinated shifts, internal motivation, incentives, up-to-date information, and clear infection prevention guidelines to relieve anxiety caused by exhaustive workload, uncertainty of infectious diseases, and lack of human and material resources."
240,10112020110455,"INTRODUCTION: Tropical diseases are public health problems affecting hundreds of millions of people globally. However, the development of adequate, affordable, and accessible treatments is mostly neglected, resulting in significant morbidity and mortality that could otherwise be averted. Leishmaniasis is one of the neglected tropical diseases caused by the obligate intracellular protozoan Leishmania parasite and transmitted by the bite of infected phlebotomine sandflies. No systematic review and meta-analysis has been done to identify the prevalence and risk factors of leishmaniasis to the authors’ knowledge. Therefore, the objective was to determine the prevalence and risk factors of human leishmaniasis in Ethiopia. METHODS: Eleven studies conducted in all regions of Ethiopia, which were fully accessible, written in any language, and original articles done on prevalence and risk factors of leishmaniasis, were included. STATA™ version 11.1 was used for statistical analysis. Chi-square, I(2), and p values were assessed to check heterogeneity. A random effects model with heterogeneity taken from an inverse-variance model was employed to estimate the pooled effect. Subgroup meta-analysis was computed to reduce random variations among each article’s point prevalence, and Egger and funnel plots were used to check for publication bias. RESULTS: The highest proportion of human leishmaniasis was reported from a study done in Amhara region (39.1%), and the lowest was reported from a survey done in Tigray (2.3%). The overall pooled prevalence of leishmaniasis was 9.13% (95% CI 5–13.27). Subgroup analysis by region revealed moderate heterogeneity (I(2) = 51.8%) in studies conducted in the Southern Nations Nationalities and Peoples Region (SNNPR). The presence of hyraxes and being male were associated with an increased risk of human leishmaniasis. CONCLUSION: The prevalence of leishmaniasis in Ethiopia remains high (9.13%), with significant risk factors being male and the presence of hyraxes within a 300-m radius of the sleeping area."
241,10052020057055,"Abstract Background COVID-19 can manifest as a viral induced hyperinflammation with multi-organ involvement. Such patients often experience rapid deterioration and need for mechanical ventilation. Currently, no prospectively validated biomarker of impending respiratory failure is available. Objective We aimed to identify and prospectively validate biomarkers that allow the identification of patients in need of impending mechanical ventilation. Methods Patients with COVID-19 hospitalized from February 29th to April 09th, 2020 were analyzed for baseline clinical and laboratory findings at admission and during the disease. Data from 89 evaluable patients were available for the purpose of analysis comprising an initial evaluation cohort (n=40) followed by a temporally separated validation cohort (n=49). Results We identified markers of inflammation, LDH and creatinine as most predictive variables of respiratory failure in the evaluation cohort. Maximal interleukin-6 (IL-6) levels before intubation showed the strongest association with the need of mechanical ventilation followed by maximal CRP. Respective AUC values for IL-6 and CRP in the evaluation cohort were 0.97 and 0.86 and similar in the validation cohort 0.90 and 0.83. The calculated optimal cutoff values in the course of disease from the evaluation cohort (IL-6> 80 pg/ml and CRP> 97 mg/l) both correctly classified 80% of patients in the validation cohort regarding their risk of respiratory failure. Conclusion Maximal levels of IL-6 followed by CRP were highly predictive of the need for mechanical ventilation. This suggests the possibility of using IL-6 or CRP levels to guide escalation of treatment in patients with COVID-19 related hyperinflammatory syndrome."
242,10172021052425,"The outbreak of the novel coronavirus pandemic (COVID-19) has resulted in dramatic changes to the conduct of surgery both from a patient management perspective and in protecting healthcare providers. The current study reports on the status of COVID-19 infections in patients presenting for cardiac surgery with cardiopulmonary bypass (CPB) on circuit complications. A tracking process for monitoring the presence of COVID-19 in adult cardiac surgery patients was integrated into a case documentation system across United States hospitals where out-sourced perfusion services were provided. Assessment included infection status, testing technique employed, surgery status and CPB complications. Records from 5612 adult patients who underwent cardiac surgery between November 1, 2020 and January 18, 2021 from 176 hospitals were reviewed. A sub-cohort of coronary artery bypass graft patients (3283) was compared using a mixed effect binary logistic regression analysis. 4297 patients had negative test results (76.6%) while 49 (0.9%) tested positive for COVID-19, and unknown or no results were reported in 693 (12.4%) and 573 (10.2%) respectively. Coagulation complications were reported at 0.2% in the negative test results group versus 4.1% in the positive test result group (p < 0.001). Oxygenator gas exchange complications were 0.2% in the negative test results group versus 2.0% in the positive test results group (p = 0.088). Coronary artery bypass graft patients with a positive test had significantly higher risk for any CPB complication (p = 0.003) [OR 10.38, CI 2.18-49.53] then negative test patients [OR 0.01, CI 0.00-0.20]. The present study has shown that patients undergoing cardiac surgery with CPB who test positive for COVID-19 have higher CPB complication rate than those who test negative."
243,101320210112969,"Influenza virus and coronavirus, belonging to enveloped RNA viruses, are major causes of human respiratory diseases. The aim of this study was to investigate the broad spectrum antiviral activity of a naturally existing sulfated polysaccharide, lambda-carrageenan (λ-CGN), purified from marine red algae. Cell culture-based assays revealed that the macromolecule efficiently inhibited both influenza A and B viruses with EC(50) values ranging from 0.3 to 1.4 μg/ml, as well as currently circulating severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) with an EC(50) value of 0.9 ± 1.1 μg/ml. No toxicity to the host cells was observed at concentrations up to 300 μg/ml. Plaque titration and western blot analysis verified that λ-CGN reduced expression of viral proteins in cell lysates and suppressed progeny virus production in culture supernatants in a dose-dependent manner. This polyanionic compound exerts antiviral activity by targeting viral attachment to cell surface receptors and preventing virus entry. Moreover, its intranasal administration to mice during influenza A viral challenge not only alleviated infection-mediated reductions in body weight but also protected 60% of mice from virus-induced mortality. Thus, λ-CGN could be a promising antiviral agent for preventing infection with several respiratory viruses."
244,10092020099769,"The novel coronavirus disease (COVID-19) pandemic has brought a great deal of pressure for medical students, who typically show elevated anxiety rates. Our aim is to investigate the prevalence of anxiety in medical students during this pandemic. This systematic review and mini meta-analysis has been conducted following the PRISMA guidelines. Two researchers independently searched PubMed on 26 August 2020 for cross-sectional studies on medical students during the COVID-19 outbreak, with no language restrictions applied. We then performed a manual search to detect other potentially eligible investigations. To the 1361 records retrieved in the initial search, 4 more were added by manual search on medRxiv. Finally, eight studies were finally included for qualitative and quantitative analysis, which yielded an estimated prevalence of anxiety of 28% (95% CI: 22–34%), with significant heterogeneity between studies. The prevalence of anxiety in medical students is similar to that prior to the pandemic but correlates with several specific COVID-related stressors. While some preventive and risk factors have been previously identified in a non-pandemic context, knowledge and cognitions on COVID-19 transmission, treatment, prognosis and prevention negatively correlate with anxiety, emerging as a key preventive factor that may provide a rationale for why the levels of anxiety have remained stable in medical students during the pandemic while increasing in their non-medical peers and the general population. Other reasons for the invariability of anxiety rates in this population are discussed. A major limitation of our review is that Chinese students comprised 89% the total sample, which could compromise the external validity of our work"
245,10102020100847,"In this chapter, we focus on the status of women’s representation in Japan at national and local levels of government, notably by tracing women’s numerical presence or descriptive representation (Pitkin in The concept of representation. Atherton Press, New York, NY, 1967) in the postwar period. We discuss how gender bias against women manifests through micro and macro, socio-cultural and institutional, contexts of local and national politics, and, notably, the pervasive impact and hegemony of elite men’s social and political capital within electoral political and political party recruitment strategies. In particular, we explore the key gatekeeping mechanisms restricting women’s baseline access to political leadership and the absence of an equal playing field in Japanese politics. We discuss recent feminist activism in favor of diversifying decision-making within Japan and propose next steps for expanding the windows of opportunity for women’s political leadership."
246,10142021022460,"The field of bereavement research and care is at a tipping point. The introduction of prolonged grief disorder (PGD) in the International Classification of Diseases (ICD-11) has ignited clinical interest in this new disorder, along with debate over challenges in validating and implementing these new criteria. At the same time, the global COVID-19 pandemic has launched several local and international efforts to provide urgent support and comfort for individuals and communities suffering from grief. Recently, grief experts have called for a collective response to these complicated bereavements and possible increase in PGD due to COVID-19. Here we outline a new European network that aims to unite a community of grief researchers and clinicians to provide accessible, evidence-based support particularly during times of unprecedent crisis. The Bereavement Network Europe (BNE) has been developed with two main aims. Firstly, to develop expert agreed, internationally acceptable guidelines for bereavement care through a three-tiered approach. Secondly, to provide a platform for researchers and clinicians to share knowledge, collaborate, and develop consensus protocols to facilitate the introduction of PGD to diverse stakeholders. This article outlines the current status and aims of the BNE along with the plans for upcoming network initiatives and the three-tiered bereavement care guidelines in response to the COVID-19 pandemic."
247,100920200911537,"Abstract Introduction: Following the USA, India ranks the second position in the world for COVID 19 cases with the highest number of daily confirmed cases since September 2020. The peak of COVID-19 cases is the most warranted feature for understanding the curvature of COVID 19 cases. Aim: This study aims to analyse the growth rates of the daily confirmed cases and to provide an expected count of the peak of daily confirmed cases. Data: We retrieved data from an Application Programming Interface portal https://www.covid19india.org/ which is open access and publicly available. Methods: Exponential model was applied to estimate the growth rates of daily confirmed cases. The estimated growth rates were used for calculating the doubling time. The Lotka Euler method was applied to calculate the effective reproduction rate. SARIMA model was developed for the growth rates to predict daily confirmed cases. Results: Results show the best fit of the exponential model over the daily confirmed cases. The growth rates estimated from the exponential model shows an unsteady, modest decline. Doubling time shows a linear increase. The effective reproduction rate declined from 3.6 persons in the third week of March 2020 to 1.14 persons at the end of August 2020. The diagnosis of the developed SARIMA model confirmed no trends in the residuals, no outliers, and nearly constant variance. The forecast suggests the peak value of daily confirmed cases would waver around 105,000 counts in the last week of September 2020. The cumulative COVID-19 cases would account for approximately 105 lakhs at the end of December 2020. Conclusion: The exponential model unravels a shift and a modest decline in the growth of daily confirmed cases. The trends in R(t) show analogue with the trends in growth rates of daily confirmed cases. The study shows that the SARIMA model is suitable for projecting daily confirmed cases. The results shed light on the understanding of the trends and epidemiological stage of COVID-19 disease, in the cognisance of the peak. Contribution: This study based on moments of the distribution of the daily confirmed cases of COVID-19 disease unravels the uncertainty about the peak and curvature of COVID-19 disease. Keywords: COVID-19, SARS-CoV-2, Exponential model, ARIMA, Effective Reproduction rate, Growth rates, Pandemic"
248,101120201111400,"COVID pneumonia patient presents with fever, cough, and breathing difficulty. Many respiratory pathogens have such clinical presentations and pulmonary tuberculosis (PTB) is one of them, which is prevalent in the Indian subcontinent. Herein, we are presenting a case of dual infection with severe acute respiratory syndrome corona virus 2 (SARS-CoV-2) and drug-resistant PTB [likely multidrug resistance (MDR)] in a patient with chronic kidney disease (CKD) and type 2 diabetes mellitus, a clinical course further complicated by a prolonged viral clearance. HOW TO CITE THIS ARTICLE: Sarma U, Mishra V, Goel J, Yadav S, Sharma S, Sherawat RK. COVID-19 Pneumonia with Delayed Viral Clearance in a Patient with Active Drug-resistant Pulmonary Tuberculosis. Indian J Crit Care Med 2020;24(11):1132–1134."
249,10132021014713,"What is the effect of the COVID-19 pandemic on the 2020 US presidential election? Guided by a pre-analysis plan, we estimate the effect of COVID-19 cases and deaths on the change in county-level voting for Donald Trump between 2016 and 2020. To account for potential confounders, we include a large number of COVID-19-related controls as well as demographic and socioeconomic variables. Moreover, we instrument the numbers of cases and deaths with the share of workers employed in meat-processing factories to sharpen our identification strategy. We find that COVID-19 cases negatively affected Trump’s vote share. The estimated effect appears strongest in urban counties, in states without stay-at-home orders, in swing states, and in states that Trump won in 2016. A simple counterfactual analysis suggests that Trump would likely have won re-election if COVID-19 cases had been 5 percent lower. We also find some evidence that COVID-19 incidence had a positive effect on voters’ mobilization, helping Biden win the presidency."
250,10162021047797,"Coronavirus disease 2019 (COVID-19) is especially severe in aged populations(1). Resolution of the COVID-19 pandemic has been advanced by the recent development of SARS-CoV-2 vaccines, but vaccine efficacy is partly compromised by the recent emergence of SARS-CoV-2 variants with enhanced transmissibility(2). The emergence of these variants emphasizes the need for further development of anti-SARS-CoV-2 therapies, especially in aged populations. Here, we describe the isolation of a new set of highly virulent mouse-adapted viruses and use them to test a novel therapeutic drug useful in infections of aged animals. Initially, we show that many of the mutations observed in SARS-CoV-2 during mouse adaptation (at positions 417, 484, 501 of the spike protein) also arise in humans in variants of concern (VOC)(2). Their appearance during mouse adaptation indicates that immune pressure is not required for their selection. Similar to the human infection, aged mice infected with mouse-adapted SARS-CoV-2 develop more severe disease than young mice. In murine SARS, in which severity is also age-dependent, we showed that elevated levels of an eicosanoid, prostaglandin D2 (PGD(2)) and of a phospholipase, PLA(2)G2D, contributed to poor outcomes in aged mice(3,4). Using our virulent mouse-adapted SARS-CoV-2, we show that infection of middle-aged mice lacking expression of DP1, a PGD(2) receptor, or PLA(2)G2D are protected from severe disease. Further, treatment with a DP1 antagonist, asapiprant, protected aged mice from a lethal infection. DP1 antagonism is one of the first interventions in SARS-CoV-2-infected animals that specifically protects aged animals, and demonstrates that the PLA(2)G2D-PGD(2)/DP1 pathway is a useful target for therapeutic interventions."
251,101020201010336,"COVID-19 has become a pandemic in the United States and worldwide. COVID-19-induced coagulopathy (CIC) is commonly encountered at presentation manifested by considerable elevation of D-dimer and fibrin split products but with modest or no change in activated partial thromboplastin time and prothrombin time. CIC is a complex process that is distinctly different from conventional sepsis-induced coagulopathy. The cytokine storm induced by COVID-19 infection appears to be more severe in COVID-19, resulting in development of extensive micro- and macrovascular thrombosis and organ failure. Unlike conventional sepsis, anticoagulation plays a key role in the treatment of COVID-19, however without practice guidelines tailored to these patients. We propose a scoring system for COVID-19-coagulopathy (CIC Scoring) and stratification of patients for the purpose of anticoagulation therapy based on risk categories. The proposed scoring system and therapeutic guidelines are likely to undergo revisions in the future as new data become available in this evolving field."
252,100820200810201,"The new coronavirus (COVID‐19) was first reported in Wuhan in China, on 31 December 2019. COVID‐19 is a new virus from the family of coronaviruses that can cause symptoms ranging from a simple cold to pneumonia. The virus is thought to bind to the angiotensin‐converting enzyme 2, as a well‐known mechanism to enter the cell. It then transfers its DNA to the host in which the virus replicates the DNA. The viral infection leads to severe lack of oxygen, lung oxidative stress because of reactive oxygen species generation, and overactivation of the immune system by activating immune mediators. The purpose of this review is to elaborate on the more precise mechanism(s) to manage the treatment of the disease. Regarding the mechanisms of the virus action, the suggested pharmacological and nutritional regimens have been described."
253,10042020046181,"While the basic mechanisms of flavivirus entry and fusion are understood, little is known about the postfusion events that precede RNA replication, such as nucleocapsid disassembly. We describe here a sensitive, conditionally replication-defective yellow fever virus (YFV) entry reporter, YFVΔSK/Nluc, to quantitively monitor the translation of incoming, virus particle-delivered genomes. We validated that YFVΔSK/Nluc gene expression can be neutralized by YFV-specific antisera and requires known flavivirus entry pathways and cellular factors, including clathrin- and dynamin-mediated endocytosis, endosomal acidification, YFV E glycoprotein-mediated fusion, and cellular LY6E and RPLP1 expression. The initial round of YFV translation was shown to require cellular ubiquitylation, consistent with recent findings that dengue virus capsid protein must be ubiquitylated in order for nucleocapsid uncoating to occur. Importantly, translation of incoming YFV genomes also required valosin-containing protein (VCP)/p97, a cellular ATPase that unfolds and extracts ubiquitylated client proteins from large complexes. RNA transfection and washout experiments showed that VCP/p97 functions at a postfusion, pretranslation step in YFV entry. Finally, VCP/p97 activity was required by other flaviviruses in mammalian cells and by YFV in mosquito cells. Together, these data support a critical role for VCP/p97 in the disassembly of incoming flavivirus nucleocapsids during a postfusion step in virus entry."
254,10102020101581,"Hypoplastic left heart syndrome (HLHS) is a complex form of congenital heart disease defined by anatomic and functional inadequacy of the left side of the heart with nonviability of the left ventricle to perform systemic perfusion. Lethal if not treated, a strategy for survival currently is well established, with continuing improvement in outcomes over the past 30 years. Prenatal diagnosis, good newborn care, improved surgical skills, specialized postoperative care, and unique strategies for interstage monitoring all have contributed to increasing likelihood of survival. The unique life with a single right ventricle and a Fontan circulation is a focused area of investigation."
255,10072020070191,"Modern case-based eLearning is an excellent tool for skills and communication training, as diagnostic reasoning can be seen as schema-based problem-solving. We report on a patient with coagulation disorder due to chronic substance abuse, in whom reasonable success can only be achieved with an interdisciplinary approach. In this regard, it should be mentioned that there is still little evidence and that more research is needed on this topic."
